CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1501,100220136202400005,202400005,2024-03-14,2055,136,1,2,8,46,5,9,2024-03-12 17:36:56,2024-03-12 20:41:56,2024-03-12 21:13:56,12.30075,76.66992,Police recovered narcotic substances from the accused during a check near Rajagopalan Zila.
1502,300120083202300001,202300001,2023-08-08,1190,83,2,1,3,22,1,92,2023-08-03 18:02:31,2023-08-03 20:19:31,2023-08-03 21:43:31,14.497226,75.935292,Complainant reported being repeatedly followed and harassed by the accused near Sanghvi Path.
1503,300140090202600001,202600001,2026-09-21,1171,90,2,1,14,73,1,127,2026-09-17 16:48:24,2026-09-17 22:02:24,2026-09-18 05:40:24,15.467993,75.652322,Case registered against the accused for a traffic-related violation near Dey Path.
1504,100040028202500001,202500001,2025-05-17,562,28,1,2,11,60,6,139,2025-05-12 10:50:43,2025-05-12 14:13:43,2025-05-12 18:39:43,13.19905,77.546369,Complainant reported being defrauded of money through a fraudulent scheme reported from Malhotra Ganj.
1505,100120080202300001,202300001,2023-12-29,648,80,1,2,1,4,3,17,2023-12-21 23:02:07,2023-12-22 02:29:07,2023-12-22 03:13:07,14.449115,75.94203,Complainant reported being assaulted and sustaining injuries during an altercation near Kothari Zila.
1506,400280177202500001,202500001,2025-02-05,1854,177,3,1,14,73,6,47,2025-02-02 12:21:09,2025-02-02 15:20:09,2025-02-02 19:39:09,14.784969,74.669795,Case registered against the accused for a traffic-related violation near Mane Circle.
1507,100030023202500002,202500002,2025-11-29,2555,23,1,1,14,70,6,59,2025-11-25 11:05:12,2025-11-25 17:18:12,2025-11-26 02:44:12,15.815629,74.468907,Case registered against the accused for a traffic-related violation near Mitra Nagar.
1508,100080057202500004,202500004,2025-01-03,2205,57,1,2,3,18,2,125,2024-12-29 10:56:47,2024-12-29 12:56:47,2024-12-31 17:31:47,13.427613,77.75127,Complainant reported being harassed by the accused near Vasa Ganj.
1509,100150101202600002,202600002,2026-06-25,2551,101,1,2,5,30,1,133,2026-06-20 16:19:02,2026-06-20 22:51:02,2026-06-21 00:18:02,12.971993,76.14177,Complainant reported an incident related to unlawful assembly near Upadhyay.
1510,400030018202400001,202400001,2024-03-10,1850,18,3,2,2,9,6,73,2024-03-07 00:29:33,2024-03-07 07:09:33,2024-03-08 00:41:33,15.867945,74.489978,Complainant reported theft of personal property from Ramanathan Ganj.
1511,100250153202500007,202500007,2025-04-17,1340,153,1,2,14,72,2,30,2025-04-15 16:48:31,2025-04-15 23:54:31,2025-04-16 05:17:31,13.969292,75.596897,Complainant reported victims being held in bonded labour conditions at Bhagat Road.
1512,100020014202600005,202600005,2026-04-12,2029,14,1,1,8,47,1,77,2026-04-09 11:30:10,2026-04-09 11:38:10,2026-04-10 15:48:10,15.105929,76.947058,Police recovered narcotic substances from the accused during a check near Talwar Ganj.
1513,100090064202200002,202200002,2022-06-07,2683,64,1,2,12,65,6,9,2022-06-03 09:24:35,2022-06-03 12:33:35,2022-06-03 17:39:35,13.349765,75.787019,Complainant reported an incident related to offences against public servants near Chowdhury Marg.
1514,100140094202300002,202300002,2023-09-04,1111,94,1,2,5,29,5,53,2023-08-28 08:59:18,2023-08-28 12:06:18,2023-08-28 12:27:18,15.404677,75.580242,Complainant reported a violent disturbance involving multiple persons near Tata Ganj.
1515,100060044202200001,202200001,2022-11-08,3057,44,1,1,10,58,5,53,2022-11-06 11:50:37,2022-11-06 15:45:37,2022-11-06 17:18:37,17.907013,77.517769,Case registered against the accused for a traffic-related violation near Bobal.
1516,100250156202400002,202400002,2024-09-18,536,156,1,2,5,30,3,30,2024-09-14 13:46:33,2024-09-14 18:19:33,2024-09-14 22:22:33,13.917501,75.594319,Complainant reported an incident related to unlawful assembly near Arora Circle.
1517,100110074202400003,202400003,2024-12-08,2467,74,1,1,10,55,2,83,2024-12-05 16:18:37,2024-12-05 23:47:37,2024-12-06 00:28:37,12.854834,74.85767,Complainant reported an incident related to hit and run near Nadig Path.
1518,100080053202500001,202500001,2025-12-24,1577,53,1,2,1,8,2,106,2025-12-20 00:35:29,2025-12-20 03:18:29,2025-12-20 04:12:29,13.47587,77.702336,Complainant reported an incident related to assault near Ram Street.
1519,100270169202600007,202600007,2026-05-23,871,169,1,1,13,68,3,129,2026-05-16 10:35:54,2026-05-16 11:59:54,2026-05-16 13:15:54,13.37696,74.710916,Police raided premises being used for illegal gambling at Salvi.
1520,100120083202500004,202500004,2025-02-09,151,83,1,2,9,51,5,103,2025-02-04 11:00:58,2025-02-04 13:38:58,2025-02-04 20:34:58,14.435253,75.920601,Complainant reported an incident related to unlawful activities near Gera Path.
1521,100120081202600001,202600001,2026-02-07,1267,81,1,2,7,40,6,111,2026-02-03 08:21:33,2026-02-03 15:21:33,2026-02-04 14:49:33,14.427476,75.878608,Complainant reported being defrauded of money through a fraudulent scheme reported from Bora Chowk.
1522,100100069202300004,202300004,2023-03-18,389,69,1,1,3,19,2,22,2023-03-16 00:45:01,2023-03-16 03:27:01,2023-03-17 13:51:01,14.259882,76.40464,Complainant reported the suspicious death of the victim linked to dowry harassment at Bir Nagar.
1523,100220136202500001,202500001,2025-10-26,793,136,1,2,12,64,5,101,2025-10-23 18:16:10,2025-10-23 18:58:10,2025-10-24 00:18:10,12.339585,76.669743,Complainant reported unauthorized entry into their property at Lala Nagar.
1524,100100066202400002,202400002,2024-06-12,1418,66,1,2,8,47,2,57,2024-06-05 17:35:27,2024-06-05 18:16:27,2024-06-06 08:09:27,14.247535,76.413294,Police recovered narcotic substances from the accused during a check near Baral Ganj.
1525,400240152202500001,202500001,2025-03-26,308,152,3,2,9,50,3,21,2025-03-25 15:38:38,2025-03-25 15:49:38,2025-03-25 21:59:38,12.684848,77.296078,Case registered against the accused for activities against public order.
1526,100060046202300004,202300004,2023-03-07,1613,46,1,2,2,14,1,25,2023-03-02 14:10:48,2023-03-02 14:53:48,2023-03-02 17:04:48,17.903745,77.5638,Complainant reported an incident related to mischief near Mangat Circle.
1527,100250159202200001,202200001,2022-11-26,2730,159,1,2,7,42,3,60,2022-11-23 18:57:30,2022-11-23 20:56:30,2022-11-24 01:13:30,13.972141,75.579183,Complainant reported an incident related to hacking near Sagar Circle.
1528,100110077202200007,202200007,2022-03-07,1488,77,1,2,3,17,3,121,2022-03-02 22:14:43,2022-03-02 23:47:43,2022-03-03 05:43:43,12.878183,74.876802,Complainant reported a sexual assault by the accused near Ratti Marg.
1529,100030021202500002,202500002,2025-02-16,2991,21,1,2,14,72,6,106,2025-02-10 15:43:21,2025-02-10 18:25:21,2025-02-11 00:33:21,15.801198,74.479968,Complainant reported victims being held in bonded labour conditions at Yadav Zila.
1530,100010001202400004,202400004,2024-08-21,1962,1,1,2,10,57,3,76,2024-08-17 04:02:59,2024-08-17 10:34:59,2024-08-18 00:39:59,16.216667,75.697739,Complainant reported theft of personal property from Dua Circle.
1531,800260163202300001,202300001,2023-06-06,1081,163,4,2,12,63,6,86,2023-05-30 14:25:53,2023-05-30 18:42:53,2023-05-31 00:32:53,13.374872,77.11159,Complainant reported being threatened by the accused near Chacko Road.
1532,100160102202600001,202600001,2026-08-15,532,102,1,2,11,61,2,65,2026-08-12 09:40:51,2026-08-12 16:02:51,2026-08-12 18:04:51,14.753214,75.355565,Complainant reported an incident related to neglect of senior citizens near Brar Road.
1533,100010004202500001,202500001,2025-07-09,134,4,1,1,6,35,2,124,2025-07-02 18:14:41,2025-07-02 23:38:41,2025-07-03 01:48:41,16.194409,75.6793,Complainant reported an incident related to criminal breach of trust near Jani Circle.
1534,100160103202400005,202400005,2024-12-19,3199,103,1,1,6,35,6,8,2024-12-13 11:07:15,2024-12-13 14:40:15,2024-12-13 19:43:15,14.790872,75.389581,Complainant reported an incident related to criminal breach of trust near Yadav Street.
1535,100140093202300006,202300006,2023-05-26,2588,93,1,2,8,47,3,111,2023-05-23 14:45:16,2023-05-23 21:59:16,2023-05-26 17:18:16,15.410092,75.606495,Police recovered narcotic substances from the accused during a check near Raman Path.
1536,100060041202300003,202300003,2023-12-26,601,41,1,2,5,32,4,14,2023-12-23 14:15:13,2023-12-23 21:35:13,2023-12-24 01:27:13,17.92705,77.487073,Complainant reported an incident related to public nuisance near Bhatti.
1537,100220140202600002,202600002,2026-01-21,1891,140,1,1,13,68,1,122,2026-01-12 15:51:34,2026-01-12 16:52:34,2026-01-12 23:04:34,12.327715,76.613253,Police raided premises being used for illegal gambling at Sarkar Road.
1538,100170111202600003,202600003,2026-01-03,1409,111,1,2,8,47,6,47,2025-12-30 12:20:28,2025-12-30 19:46:28,2026-01-01 15:14:28,17.379491,76.859241,Police recovered narcotic substances from the accused during a check near Bhardwaj Ganj.
1539,100120082202600003,202600003,2026-06-14,2945,82,1,2,3,23,1,103,2026-06-11 15:40:54,2026-06-11 23:33:54,2026-06-12 06:04:54,14.490118,75.929959,Complainant reported an incident related to acid attack near Chadha Ganj.
1540,100280181202400001,202400001,2024-04-20,3189,181,1,1,14,71,4,3,2024-04-14 18:06:44,2024-04-15 00:28:44,2024-04-15 16:18:44,14.807589,74.719652,Case registered against the accused for a traffic-related violation near D’Alia Marg.
1541,100150095202600003,202600003,2026-06-29,2099,95,1,2,2,9,1,51,2026-06-24 23:31:02,2026-06-25 03:28:02,2026-06-25 17:40:02,13.017888,76.119205,Complainant reported theft of personal property from Bhakta Chowk.
1542,100250159202400003,202400003,2024-06-28,2073,159,1,2,4,26,5,63,2024-06-21 13:00:55,2024-06-21 15:34:55,2024-06-22 20:09:55,13.931088,75.591694,Complainant reported an offence involving a minor near Gill Road.
1543,100250156202500002,202500002,2025-01-16,99,156,1,1,13,69,6,52,2025-01-11 16:32:53,2025-01-11 18:53:53,2025-01-12 16:18:53,13.936357,75.59186,Complainant reported an incident related to prohibition act violations near Arora Zila.
1544,100310194202400001,202400001,2024-11-27,2450,194,1,2,11,59,2,103,2024-11-20 13:39:49,2024-11-20 14:11:49,2024-11-20 15:28:49,15.277555,76.383168,"Complainant, a senior citizen, reported an incident involving the accused at Apte Street."
1545,400110077202200002,202200002,2022-03-28,247,77,3,2,4,24,2,47,2022-03-22 14:00:15,2022-03-22 14:20:15,2022-03-22 17:48:15,12.864068,74.874783,Complainant reported an offence involving a minor near Taneja Street.
1546,100210135202600008,202600008,2026-08-07,1575,135,1,1,4,25,1,133,2026-08-03 09:18:08,2026-08-03 11:05:08,2026-08-03 18:18:08,12.509017,76.923128,Complainant reported an incident related to pocso offences near Virk Path.
1547,100030026202500002,202500002,2025-07-30,2404,26,1,1,1,5,2,135,2025-07-23 19:18:45,2025-07-23 23:12:45,2025-07-23 23:40:45,15.882802,74.543296,Complainant reported being assaulted and sustaining injuries during an altercation near Lad Circle.
1548,100290185202500002,202500002,2025-03-27,539,185,1,1,3,19,6,91,2025-03-22 19:34:10,2025-03-22 23:47:10,2025-03-23 10:34:10,16.79429,75.730933,Complainant reported the suspicious death of the victim linked to dowry harassment at Prabhu Street.
1549,100270170202500001,202500001,2025-09-25,2542,170,1,2,2,14,1,85,2025-09-24 16:21:37,2025-09-24 16:47:37,2025-09-24 18:51:37,13.300641,74.754946,Complainant reported an incident related to mischief near Luthra Street.
1550,100260167202500002,202500002,2025-01-23,2916,167,1,1,5,33,4,75,2025-01-17 12:07:56,2025-01-17 18:17:56,2025-01-18 04:56:56,13.351973,77.04734,Complainant reported an incident related to communal violence near Balan Zila.
1551,100020009202400003,202400003,2024-05-26,2035,9,1,2,6,34,2,127,2024-05-22 11:21:32,2024-05-22 15:47:32,2024-05-22 20:44:32,15.106318,76.931785,Complainant reported being cheated of money through false promises near Sanghvi Path.
1552,100080054202200001,202200001,2022-03-15,1356,54,1,2,10,55,1,94,2022-03-12 10:51:51,2022-03-12 13:03:51,2022-03-12 16:53:51,13.468283,77.693557,Complainant reported an incident related to hit and run near Viswanathan Road.
1553,100180118202500003,202500003,2025-07-09,906,118,1,2,5,33,6,88,2025-07-02 09:12:43,2025-07-02 14:05:43,2025-07-02 16:49:43,12.426559,75.736453,Complainant reported an incident related to communal violence near Lall Zila.
1554,100280177202500002,202500002,2025-10-13,1507,177,1,2,3,23,2,29,2025-10-11 12:58:49,2025-10-11 14:21:49,2025-10-11 18:15:49,14.814752,74.714997,Complainant reported an incident related to acid attack near Bose.
1555,100220136202500002,202500002,2025-01-11,504,136,1,2,4,26,2,109,2025-01-08 12:15:50,2025-01-08 14:48:50,2025-01-09 11:57:50,12.347217,76.654823,Complainant reported an offence involving a minor near Shah Chowk.
1556,100310193202600002,202600002,2026-06-28,1710,193,1,2,11,59,1,14,2026-06-25 14:35:52,2026-06-25 21:20:52,2026-06-26 02:32:52,15.255942,76.399487,"Complainant, a senior citizen, reported an incident involving the accused at Parsa Circle."
1557,100090058202500002,202500002,2025-07-26,994,58,1,2,2,16,2,18,2025-07-25 18:37:29,2025-07-25 23:40:29,2025-07-26 01:40:29,13.311991,75.729319,Complainant reported being threatened for money by the accused near Tata Nagar.
1558,100210131202600002,202600002,2026-12-18,710,131,1,2,7,40,1,12,2026-12-13 11:02:23,2026-12-13 14:17:23,2026-12-14 18:56:23,12.536631,76.927347,Complainant reported being defrauded of money through a fraudulent scheme reported from Ganesan.
1559,100050033202500002,202500002,2025-10-23,2164,33,1,2,5,29,6,77,2025-10-15 11:37:02,2025-10-15 13:16:02,2025-10-15 14:38:02,13.006326,77.549151,Complainant reported a violent disturbance involving multiple persons near Dugar Path.
1560,100080056202400004,202400004,2024-05-24,610,56,1,2,8,46,2,106,2024-05-18 12:34:14,2024-05-18 15:12:14,2024-05-18 19:19:14,13.404172,77.750493,Police recovered narcotic substances from the accused during a check near Chauhan Road.
1561,100090061202200002,202200002,2022-09-06,1239,61,1,2,14,70,5,70,2022-08-31 15:28:38,2022-08-31 22:14:38,2022-09-02 17:15:38,13.348063,75.787162,Case registered against the accused for a traffic-related violation near D’Alia.
1562,100190120202200001,202200001,2022-12-09,803,120,1,2,3,19,2,72,2022-12-04 22:36:39,2022-12-05 04:41:39,2022-12-06 00:52:39,13.120395,78.18009,Complainant reported the suspicious death of the victim linked to dowry harassment at Upadhyay Ganj.
1563,100010002202500002,202500002,2025-11-19,570,2,1,2,3,22,2,38,2025-11-15 14:37:24,2025-11-15 18:01:24,2025-11-15 21:19:24,16.170244,75.671706,Complainant reported being repeatedly followed and harassed by the accused near Basu Nagar.
1564,100070048202200003,202200003,2022-11-08,1233,48,1,2,13,67,5,134,2022-11-01 15:45:35,2022-11-01 22:26:35,2022-11-02 00:41:35,11.956651,76.911947,Police seized illegal liquor from the accused near Konda Nagar.
1565,100300188202300002,202300002,2023-08-23,9,188,1,1,8,47,6,14,2023-08-18 13:41:52,2023-08-18 19:27:52,2023-08-23 18:40:52,16.741172,77.104956,Police recovered narcotic substances from the accused during a check near Sodhi Nagar.
1566,100280176202300004,202300004,2023-09-21,728,176,1,1,6,34,3,11,2023-09-15 13:38:16,2023-09-15 15:32:16,2023-09-16 02:22:16,14.76437,74.73917,Complainant reported being cheated of money through false promises near Rajagopal Path.
1567,800020014202400001,202400001,2024-06-04,1394,14,4,2,3,17,6,105,2024-05-27 01:15:20,2024-05-27 02:02:20,2024-05-28 18:59:20,15.147351,76.951011,Complainant reported a sexual assault by the accused near Gola Street.
1568,100110076202400004,202400004,2024-01-03,839,76,1,2,2,12,6,48,2023-12-31 04:58:11,2023-12-31 12:09:11,2023-12-31 17:49:11,12.903328,74.91356,Complainant reported that unknown persons broke into the premises at Saini Nagar and stole valuables.
1569,100260168202300002,202300002,2023-03-18,520,168,1,1,11,61,6,21,2023-03-15 09:58:47,2023-03-15 16:52:47,2023-03-15 20:55:47,13.328489,77.125074,Complainant reported an incident related to neglect of senior citizens near Nagy Ganj.
1570,300160103202600001,202600001,2026-04-27,2064,103,2,2,6,37,1,50,2026-04-24 14:01:21,2026-04-24 21:19:21,2026-04-24 22:59:21,14.792975,75.388358,Complainant reported an incident related to counterfeiting near Saha Ganj.
1571,100020011202600002,202600002,2026-09-04,1390,11,1,2,14,70,1,52,2026-09-02 11:00:38,2026-09-02 17:29:38,2026-09-03 04:39:38,15.179474,76.944203,Case registered against the accused for a traffic-related violation near Madan Path.
1572,800260162202600001,202600001,2026-01-08,355,162,4,1,2,13,2,106,2026-01-01 09:15:51,2026-01-01 10:04:51,2026-01-01 11:43:51,13.292678,77.065236,Complainant reported unauthorized entry into their property at Pradhan Zila.
1573,100300189202300001,202300001,2023-04-11,1287,189,1,2,6,38,6,29,2023-04-06 10:08:57,2023-04-06 10:40:57,2023-04-06 16:45:57,16.724067,77.142352,Complainant reported an incident related to money laundering near Thakkar Zila.
1574,100010001202600006,202600006,2026-07-02,987,1,1,2,6,39,1,94,2026-07-01 13:04:49,2026-07-01 13:45:49,2026-07-02 03:47:49,16.177318,75.739615,Complainant reported being defrauded of money through a fraudulent scheme reported from Gola Nagar.
1575,100250158202600002,202600002,2026-01-28,1812,158,1,2,4,28,5,76,2026-01-22 13:46:37,2026-01-22 19:49:37,2026-01-22 22:24:37,13.9744,75.58077,Complainant reported an offence involving a minor near Varty Ganj.
1576,100050039202200008,202200008,2022-03-22,1249,39,1,1,14,70,6,140,2022-03-19 12:50:21,2022-03-19 18:16:21,2022-03-21 22:07:21,13.009829,77.566398,Case registered against the accused for a traffic-related violation near Rattan Nagar.
1577,100150099202200002,202200002,2022-05-12,217,99,1,2,13,68,6,1,2022-05-08 11:12:48,2022-05-08 13:18:48,2022-05-08 13:31:48,12.97152,76.11297,Police raided premises being used for illegal gambling at Shroff Zila.
1578,100170114202300002,202300002,2023-06-15,2786,114,1,2,9,52,2,58,2023-06-12 08:29:00,2023-06-12 15:38:00,2023-06-12 16:27:00,17.314701,76.83739,Complainant reported an incident related to terrorism-related offences near Mukhopadhyay Road.
1579,100270169202500005,202500005,2025-11-12,979,169,1,1,11,61,2,8,2025-11-06 14:38:28,2025-11-06 17:54:28,2025-11-06 18:30:28,13.393899,74.709821,Complainant reported an incident related to neglect of senior citizens near Chadha Path.
1580,100240151202600002,202600002,2026-09-25,2923,151,1,2,2,9,1,66,2026-09-23 02:41:04,2026-09-23 06:55:04,2026-09-23 23:19:04,12.75064,77.305039,Complainant reported theft of personal property from Shan Circle.
1581,100220142202500006,202500006,2025-12-28,1069,142,1,2,1,7,6,101,2025-12-21 13:21:36,2025-12-21 15:09:36,2025-12-21 15:35:36,12.303257,76.656818,Complainant reported an incident related to abduction near Pillay Nagar.
1582,100050037202400004,202400004,2024-08-24,266,37,1,2,1,8,6,32,2024-08-19 20:42:52,2024-08-19 22:08:52,2024-08-19 22:56:52,12.952273,77.639708,Complainant reported an incident related to assault near Manne Ganj.
1583,100170111202400003,202400003,2024-12-08,1664,111,1,1,9,50,1,44,2024-12-06 14:04:37,2024-12-06 16:31:37,2024-12-06 21:04:37,17.382284,76.868775,Case registered against the accused for activities against public order.
1584,100160103202400006,202400006,2024-06-16,2653,103,1,2,6,39,6,103,2024-06-11 01:37:29,2024-06-11 02:50:29,2024-06-12 00:26:29,14.779043,75.390764,Complainant reported being defrauded of money through a fraudulent scheme reported from Kibe.
1585,100090061202600001,202600001,2026-05-23,984,61,1,2,1,8,5,118,2026-05-17 01:52:10,2026-05-17 03:13:10,2026-05-17 03:22:10,13.320026,75.80074,Complainant reported an incident related to assault near Pillay Chowk.
1586,100250158202300001,202300001,2023-06-24,1156,158,1,1,12,63,2,128,2023-06-16 12:12:23,2023-06-16 16:54:23,2023-06-16 18:10:23,13.970181,75.588634,Complainant reported being threatened by the accused near Tak.
1587,100130089202500002,202500002,2025-09-11,329,89,1,2,4,26,5,52,2025-09-09 18:15:23,2025-09-09 21:37:23,2025-09-11 11:56:23,15.473165,74.972356,Complainant reported an offence involving a minor near Korpal Ganj.
1588,100020014202200005,202200005,2022-10-04,2281,14,1,2,7,42,1,56,2022-09-29 17:37:36,2022-09-29 19:18:36,2022-09-29 21:10:36,15.10019,76.947353,Complainant reported an incident related to hacking near Ahuja Street.
1589,100020009202500001,202500001,2025-10-12,466,9,1,2,11,60,2,48,2025-10-08 07:21:11,2025-10-08 11:02:11,2025-10-09 03:48:11,15.096037,76.932828,Complainant reported being defrauded of money through a fraudulent scheme reported from Bajwa Marg.
1590,100170110202300002,202300002,2023-05-15,1001,110,1,2,7,44,4,71,2023-05-13 07:08:37,2023-05-13 09:06:37,2023-05-13 10:05:37,17.374074,76.787279,Complainant reported losing money through a phishing scam.
1591,100210135202500003,202500003,2025-04-16,2625,135,1,2,13,69,1,82,2025-04-11 18:49:54,2025-04-11 23:42:54,2025-04-12 00:40:54,12.507242,76.913504,Complainant reported an incident related to prohibition act violations near Nayak Nagar.
1592,300060042202500001,202500001,2025-06-02,1529,42,2,1,4,28,6,116,2025-06-01 17:29:10,2025-06-01 17:59:10,2025-06-01 23:16:10,17.908152,77.499149,Complainant reported an offence involving a minor near Puri Nagar.
1593,100200127202300002,202300002,2023-02-18,435,127,1,1,7,41,6,16,2023-02-12 02:51:33,2023-02-12 07:30:33,2023-02-12 23:17:33,15.309845,76.172719,Complainant reported theft of personal property from Chawla Road.
1594,100250154202500001,202500001,2025-09-09,2623,154,1,2,2,9,1,107,2025-09-04 03:53:37,2025-09-04 05:14:37,2025-09-04 09:19:37,13.949849,75.557246,Complainant reported theft of personal property from Wagle Ganj.
1595,100190121202600006,202600006,2026-08-08,154,121,1,1,10,54,1,49,2026-08-02 13:20:13,2026-08-02 17:55:13,2026-08-02 20:24:13,13.168274,78.166826,Complainant reported an incident caused by rash or negligent driving near Saini Ganj.
1596,100090059202600001,202600001,2026-05-27,2905,59,1,1,6,37,1,44,2026-05-20 18:19:53,2026-05-20 21:15:53,2026-05-20 22:54:53,13.331702,75.750406,Complainant reported an incident related to counterfeiting near Bhasin Chowk.
1597,100040030202600001,202600001,2026-10-08,2807,30,1,2,4,28,1,13,2026-10-06 18:24:24,2026-10-07 02:16:24,2026-10-07 03:06:24,13.269715,77.57352,Complainant reported an offence involving a minor near Mammen Street.
1598,100220142202600002,202600002,2026-07-02,699,142,1,2,1,7,1,43,2026-06-25 08:49:22,2026-06-25 09:49:22,2026-06-25 12:54:22,12.278023,76.6538,Complainant reported an incident related to abduction near Bassi Zila.
1599,100090058202400006,202400006,2024-11-11,576,58,1,1,2,16,2,133,2024-11-08 20:05:33,2024-11-09 02:24:33,2024-11-09 03:40:33,13.333617,75.759092,Complainant reported being threatened for money by the accused near Venkatesh Ganj.
1600,100100068202500001,202500001,2025-04-04,2396,68,1,2,10,54,2,30,2025-04-04 15:46:30,2025-04-04 20:31:30,2025-04-04 22:07:30,14.262264,76.412995,Complainant reported an incident caused by rash or negligent driving near Pradhan Marg.
1601,100200127202500003,202500003,2025-07-10,1166,127,1,2,2,13,6,44,2025-07-07 09:05:13,2025-07-07 16:07:13,2025-07-07 20:14:13,15.308603,76.178877,Complainant reported unauthorized entry into their property at Chad Chowk.
1602,300120082202600002,202600002,2026-01-15,2228,82,2,2,3,17,2,19,2026-01-13 21:39:57,2026-01-14 02:03:57,2026-01-15 20:34:57,14.483488,75.967446,Complainant reported a sexual assault by the accused near Chandran.
1603,100220136202200004,202200004,2022-08-15,784,136,1,2,3,20,5,39,2022-08-07 00:06:58,2022-08-07 03:44:58,2022-08-07 22:44:58,12.355337,76.672013,Complainant reported facing cruelty from family members at Deol Circle.
1604,100220142202200002,202200002,2022-04-05,51,142,1,1,9,50,2,33,2022-03-30 11:53:56,2022-03-30 16:31:56,2022-03-31 00:29:56,12.274082,76.672472,Case registered against the accused for activities against public order.
1605,100050031202400001,202400001,2024-01-08,122,31,1,2,12,64,3,80,2024-01-07 10:20:15,2024-01-07 17:32:15,2024-01-07 19:03:15,12.955942,77.636353,Complainant reported unauthorized entry into their property at Bhatia.
1606,100240152202500004,202500004,2025-08-18,163,152,1,2,10,55,6,115,2025-08-15 15:58:30,2025-08-15 18:37:30,2025-08-15 19:21:30,12.677266,77.298097,Complainant reported an incident related to hit and run near De Marg.
1607,100200127202200002,202200002,2022-10-23,1893,127,1,2,3,23,6,36,2022-10-15 08:01:44,2022-10-15 13:50:44,2022-10-15 23:13:44,15.38396,76.106544,Complainant reported an incident related to acid attack near Manne Ganj.
1608,100100069202400003,202400003,2024-10-18,759,69,1,2,3,20,6,57,2024-10-11 23:31:54,2024-10-12 03:18:54,2024-10-14 12:18:54,14.18664,76.371301,Complainant reported facing cruelty from family members at Murty Road.
1609,100170109202200004,202200004,2022-05-07,952,109,1,2,2,11,6,91,2022-04-30 18:29:35,2022-05-01 00:07:35,2022-05-01 00:57:35,17.275752,76.838065,Complainant reported an armed group robbery at Narain Marg.
1610,100280177202300002,202300002,2023-03-27,1923,177,1,2,8,47,2,1,2023-03-24 09:37:11,2023-03-24 15:27:11,2023-03-24 22:49:11,14.787363,74.659147,Police recovered narcotic substances from the accused during a check near Sethi Path.
1611,100150097202500002,202500002,2025-04-10,1333,97,1,2,6,34,3,92,2025-04-01 21:22:29,2025-04-02 00:40:29,2025-04-02 14:08:29,12.99208,76.111779,Complainant reported being cheated of money through false promises near Kaur Road.
1612,100020015202300003,202300003,2023-03-29,1694,15,1,2,13,68,6,54,2023-03-22 13:12:52,2023-03-22 20:30:52,2023-03-23 06:16:52,15.146915,76.910786,Police raided premises being used for illegal gambling at Jain Zila.
1613,300210129202600001,202600001,2026-01-14,1373,129,2,2,6,34,2,8,2026-01-07 15:43:14,2026-01-07 23:08:14,2026-01-09 05:33:14,12.523117,76.87344,Complainant reported being cheated of money through false promises near Chopra Street.
1614,100070050202200004,202200004,2022-03-05,707,50,1,2,8,47,6,56,2022-02-26 14:50:51,2022-02-26 18:53:51,2022-03-02 12:02:51,11.957894,76.982928,Police recovered narcotic substances from the accused during a check near Cherian Street.
1615,100190124202200005,202200005,2022-10-17,661,124,1,1,9,50,6,113,2022-10-12 17:55:19,2022-10-12 23:45:19,2022-10-13 03:15:19,13.130159,78.073768,Case registered against the accused for activities against public order.
1616,100230148202600003,202600003,2026-04-03,1063,148,1,2,10,57,4,7,2026-04-01 01:06:57,2026-04-01 01:19:57,2026-04-01 06:28:57,16.230263,77.342523,Complainant reported theft of personal property from Murthy Chowk.
1617,100010005202500002,202500002,2025-04-12,1073,5,1,1,14,70,2,109,2025-04-06 09:08:04,2025-04-06 13:29:04,2025-04-07 00:39:04,16.15186,75.645904,Case registered against the accused for a traffic-related violation near Dara Marg.
1618,100020014202500004,202500004,2025-03-25,2967,14,1,2,11,61,2,53,2025-03-20 09:36:30,2025-03-20 17:02:30,2025-03-20 22:58:30,15.147224,76.942979,Complainant reported an incident related to neglect of senior citizens near Parmar Circle.
1619,100090061202600002,202600002,2026-10-10,1243,61,1,2,3,17,1,35,2026-10-05 01:00:40,2026-10-05 03:34:40,2026-10-05 12:33:40,13.309588,75.740123,Complainant reported a sexual assault by the accused near Seth Ganj.
1620,100020011202300004,202300004,2023-12-14,1860,11,1,1,8,47,6,126,2023-12-08 15:31:24,2023-12-08 22:22:24,2023-12-11 12:53:24,15.182785,76.953212,Police recovered narcotic substances from the accused during a check near Sheth Road.
1621,300130084202300001,202300001,2023-06-22,921,84,2,2,12,65,5,10,2023-06-17 09:38:34,2023-06-17 10:26:34,2023-06-17 14:45:34,15.457231,74.98193,Complainant reported an incident related to offences against public servants near Dar Road.
1622,100080055202400003,202400003,2024-07-27,165,55,1,2,2,13,1,64,2024-07-20 09:14:17,2024-07-20 10:17:17,2024-07-20 14:39:17,13.46422,77.728198,Complainant reported unauthorized entry into their property at Dugar Zila.
